Day,Price,Q10,Q90
1849,812.5,53.094230503233,420.706982520516
1856,814,54.2931067125043,428.880595757683
1863,694,55.5143871873866,437.181339594589
1870,625,56.7584040653331,445.610702548503
1877,607,58.0254931342822,454.170184884528
1884,565.3719,59.315993858891,462.861298663842
1891,638.5,60.630249406851,471.685567791898
1898,633,61.9686066753045,480.64452806671
1905,558,63.3314163173409,489.739727227103
1912,460.9999,64.7190327685887,498.97272500102
1919,458.78,66.1318142738903,508.345093153808
1926,418,67.5701229140747,517.858415536545
1933,500.9501,69.0343246328094,527.514288134383
1940,429.99,70.5247892635522,537.314319114886
1947,435.0413,72.0418905565821,547.26012887641
1954,437.97,73.5860062061261,557.35335009649
1961,447.4,75.1575178775738,567.595627780238
1968,573.99,76.7568112347786,577.988619308742
1975,626.42,78.3842759674502,588.53399448754
1982,658.7,80.0403058186371,599.233435595029
1989,593.89,81.7252986122942,610.088637430949
1996,603.4,83.4396562809447,621.101307364868
2003,601.95,85.1837848934248,632.273165384668
2010,637.38,86.958094682723,643.605944145049
2017,629.49,88.7630000739073,655.101389016104
2024,624,90.5989197121351,666.761258131794
2031,591.55,92.4662764907625,678.587322438556
2038,585.71,94.3654975795318,690.581365743863
2045,588.61,96.2970144528544,702.745184764817
2052,497.4,98.2612629181842,715.08058917675
2059,510.82,100.258683144471,727.589401661856
2066,477.81,102.289719690709,740.273457957813
2073,479.88,104.354821534577,753.134606906442
2080,476.5,106.454442101157,766.17471050239
2087,399.21,108.589039291754,779.395643941774
2094,376.7,110.759075512791,792.799295670906
2101,319.9,112.965017704806,806.387567435032
2108,378.05,115.207337371527,820.162374326981
2115,388.02,117.48651060904,834.125644835999
2122,353.01,119.803018135047,848.279320896444
2129,323.82,122.157345318209,862.625357936575
2136,362.61,124.549982207577,877.165724927355
2143,391.65,126.98142356212,891.902404431236
2150,368.25,129.452168880329,906.837392650986
2157,379.89,131.962722429912,921.972699478516
2164,376.02,134.513593277591,937.310348543721
2171,353.65,137.105295318968,952.852377263357
2178,320.79,139.738347308491,968.60083688991
2185,316.94,142.413272889502,984.557792560485
2192,264.19,145.130600624387,1000.72532334571
2199,267.27,147.890864024788,1017.10552229865
2206,211.03,150.694601581931,1033.70049650375
2213,254.73,153.542356797029,1050.5123671258
2220,226.92,156.434678211763,1067.54326945887
2227,223.85,159.372119438879,1084.79535297528
2234,235.88,162.355239192842,1102.27078137464
2241,236.5,165.384601320602,1119.9717326328
2248,262.4,168.460774832432,1137.90039905092
2255,275.59,171.584333932865,1156.05898730444
2262,286.9,174.755858051709,1174.44971849221
2269,268.82,177.975931875163,1193.07482818546
2276,242.74,181.245145377007,1211.93656647701
2283,260.5,184.564093849887,1231.03719803018
2290,236.38,187.933377936689,1250.37900212806
2297,222.16,191.353603661997,1269.96427272252
2304,219.7,194.825382463644,1289.79531848343
2311,240.57,198.349331224343,1309.87446284768
2318,240.73,201.926072303412,1330.2040440685
2325,236.15,205.556233568585,1350.7864152645
2332,240.96,209.240448427915,1371.62394446895
2339,228.7,212.979355861751,1392.7190146789
2346,223.26,216.773600454821,1414.07402390445
2353,233.54,220.62383242839,1435.69138521798
2360,244.25,224.530707672508,1457.57352680335
2367,248.71,228.494887778352,1479.72289200522
2374,271.96,232.517040070644,1502.14193937823
2381,311.14,236.597837640168,1524.83314273638
2388,275.04,240.737959376371,1547.79899120225
2395,293.01,244.938090000041,1571.04198925637
2402,282.44,249.198920096094,1594.56465678647
2409,265.58,253.521146146431,1618.36952913689
2416,259.9,257.905470562878,1642.45915715789
2423,228.53,262.352601720243,1666.83610725503
2430,229.99,266.863253989424,1691.50296143851
2437,240.97,271.438147770626,1716.4623173726
2444,230.96,276.078009526661,1741.71678842505
2451,232.12,280.783571816336,1767.26900371647
2458,233.37,285.555573327918,1793.12160816973
2465,239.5,290.394758912714,1819.27726255952
2472,247.99,295.30187961869,1845.73864356168
2479,265.01,300.27769272424,1872.50844380271
2486,284.79,305.322961771985,1899.5893719093
2493,330.23,310.438456602685,1926.98415255774
2500,374.1,315.624953389252,1954.69552652347
2507,320.52,320.883234670818,1982.72625073063
2514,324.66,326.214089386913,2011.07909830155
2521,373.89,331.618312911724,2039.75685860626
2528,390.6,337.096707088434,2068.76233731213
2535,433.36,342.65008026367,2098.0983564334
2542,442.62,348.279247322001,2127.76775438076
2549,422.32,353.985029720567,2157.77338601094
2556,428.39,359.768255523755,2188.11812267636
2563,449.35,365.629759437987,2218.80485227465
2570,382.02,371.570382846596,2249.83647929847
2577,402.77,377.590973844757,2281.21592488492
2584,365.52,383.69238727456,2312.9461268654
2591,372.01,389.875484760107,2345.03003981516
2598,408.3,396.141134742755,2377.47063510301
2605,440.49,402.490212516395,2410.2709009411
2612,434.45,408.923600262856,2443.43384243448
2619,403.75,415.442187087373,2476.96248163094
2626,411.87,422.046869054153,2510.85985757067
2633,411.25,428.738549222029,2545.1290263361
2640,427.36,435.518137680182,2579.77306110151
2647,420.6,442.386551583971,2614.79505218295
2654,421.32,449.34471519085,2650.19810708791
2661,428.51,456.39355989636,2685.98535056521
2668,463.02,463.534024270197,2722.15992465468
2675,451.11,470.767054092402,2758.72498873718
2682,459.87,478.09360238961,2795.68371958417
2689,457.89,485.514629471378,2833.03931140777
2696,437.48,493.031102966646,2870.79497591052
2703,531,500.643997860216,2908.95394233527
2710,574.02,508.354296529386,2947.51945751498
2717,672,516.16298878061,2986.49478592277
2724,767.3,524.071071886298,3025.88320972171
2731,639.4175,532.079550621666,3065.68802881469
2738,659.085,540.189437301685,3105.9125608945
2745,650.315,548.40175181811,3146.56014149362
2752,680.4525,556.717521676615,3187.63412403429
2759,662.4515,565.137782033983,3229.13787987835
2766,624.22,573.663575735417,3271.07479837729
2773,594.2525,582.295953351905,3313.4482869223
2780,571.5025,591.035973217705,3356.26177099403
2787,580.055,599.884701467865,3399.51869421288
2794,574.4108,608.843212075909,3443.22251838892
2801,608.2625,617.912586891507,3487.37672357179
2808,607.069,627.093915678339,3531.98480810092
2815,610.0948,636.388296151961,3577.0502886555
2822,600.1595,645.796834017789,3622.5767003046
2829,610.8093,655.320643009183,3668.56759655711
2836,615.745,664.960844925611,3715.02654941209
2843,640.9375,674.71856967085,3761.95714940853
2850,651.9933,684.594955291364,3809.3630056758
2857,698.4493,694.591148014688,3857.24774598354
2864,713.3993,704.708302287941,3905.61501679189
2871,702.0125,714.947580816404,3954.46848330162
2878,729.0293,725.310154602206,4003.8118295043
2885,728.71,735.797202983062,4053.64875823239
2892,766.17,746.409913671154,4103.98299120961
2899,770.6103,757.149482792024,4154.81826910095
2906,790.9553,768.017114923594,4206.15835156285
2913,895.1423,779.014023135299,4258.00701729365
2920,996.3478,790.141429027262,4310.36806408358
2927,915.9998,801.400562769545,4363.24530886502
2934,827.5098,812.792663141535,4416.64258776294
2941,926.2425,824.318977571401,4470.56375614493
2948,914.968,835.980762175589,4525.01268867161
2955,1014.2965,847.779281798472,4579.99327934682
2962,1004.8793,859.715810052031,4635.50944156801
2969,1055.5025,871.791629355672,4691.56510817652
2976,1178.2475,884.008030976077,4748.16423150766
2983,1273.486,896.366315067186,4805.31078344161
2990,1229.7973,908.867790710217,4863.00875545299
2997,1016.5068,921.513775953825,4921.26215866184
3004,965.523800000001,934.305597854314,4980.07502388376
3011,1101.7273,947.244592515927,5039.45140168014
3018,1209.5625,960.332105131254,5099.39536240868
3025,1174.827,973.569490021697,5159.91099627379
3032,1246.07,986.958110678043,5221.00241337698
3039,1362.0268,1000.49933980109,5282.6737437672
3046,1567.7285,1014.1945593424,5344.92913749137
3053,1791.51,1028.04516054512,5407.77276464477
3060,2027.914,1042.05254398486,5471.20881542138
3067,2194.8933,1056.2181196107,5535.24150016445
3074,2523.0578,1070.54330678626,5599.87504941709
3081,2959.5198,1085.02953433086,5665.11371397236
3088,2512.4655,1099.6782405608,5730.9617649242
3095,2498.2198,1114.49087333063,5797.42349371766
3102,2508.6103,1129.46889007458,5864.50321219942
3109,2502.8228,1144.61375784812,5932.20525266839
3116,1910.1623,1159.92695336948,6000.53396792616
3123,2756.4875,1175.40996306137,6069.49373132778
3130,2753.8375,1191.06428309268,6139.08893683193
3137,3224.683,1206.89141942041,6209.32399905167
3144,4061.17,1222.89288783153,6280.20335330512
3151,4059.4735,1239.07021398499,6351.73145566585
3158,4339.2825,1255.42493345388,6423.91278301354
3165,4621.195,1271.95859176758,6496.75183308469
3172,4252.04,1288.67274445401,6570.25312452306
3179,3704.605,1305.56895708203,6644.42119693042
3186,3668.48,1322.64880530384,6719.26061091711
3193,4386.1175,1339.91387489753,6794.77594815267
3200,4598.9925,1357.36576180967,6870.97181141652
3207,5687.0025,1375.00607219806,6947.85282464882
3214,5986.655,1392.83642247444,7025.42363300069
3221,6135.035,1410.85843934742,7103.68890288537
3228,7384.79,1429.07375986537,7182.65332202866
3235,5871.5225,1447.48403145953,7262.32159951964
3242,8023.845,1466.09091198703,7342.69846586134
3249,9288.17,1484.89606977426,7423.78867302184
3256,11251.5775,1503.90118365996,7505.59699448428
3263,15037.4975,1523.10794303876,7588.12822529847
3270,19128.2725,1542.51804790458,7671.38718213086
3277,14059.955,1562.13320889416,7755.37870331594
3284,13888.3225,1581.95514733074,7840.10764890655
3291,16144.1975,1601.98559526774,7925.57890072481
3298,13660.4225,1622.22629553258,8011.79736241326
3305,11541.66,1642.67900177053,8098.76795948488
3312,11621.1475,1663.34547848879,8186.49563937494
3319,8163.0125,1684.22750110039,8274.98537149077
3326,8067.4975,1705.32685596849,8364.24214726349
3333,10408.5275,1726.64534045047,8454.27098019813
3340,9590.7575,1748.18476294235,8545.07690592507
3347,11478.115,1769.94694292312,8636.66498225058
3354,9531.515,1791.93371099926,8729.0402892077
3361,8190.1825,1814.1469089493,8822.20792910727
3368,8452.075,1836.58838976845,8916.17302658877
3375,6812.6375,1859.26001771333,9010.94072867111
3382,7021.1225,1882.16366834686,9106.51620480368
3389,8357.55,1905.3012285831,9202.90464691742
3396,8799.1925,1928.67459673223,9300.11126947512
3403,9396.87249999999,1952.28568254571,9398.14130952328
3410,9607.08,1976.13640726135,9497.00002674235
3417,8691.595,2000.22870364859,9596.69270349804
3424,8517.3525,2024.56451605384,9697.22464489199
3431,7342.2625,2049.1458004459,9798.60117881318
3438,7709.2075,2073.97452446142,9900.82765598865
3445,6772.345,2099.05266745052,10003.9094500344
3452,6446.43,2124.38222052245,10107.8519575067
3459,6150.87,2149.96518659135,10212.660597953
3466,6347.705,2175.80358042204,10318.3408139626
3473,6703.5375,2201.89942867602,10424.8980712185
3480,6345.355,2228.25476995742,10532.3378585475
3487,7398.9675,2254.87165485914,10640.6656879721
3494,8215.66,2281.75214600892,10749.8870947607
3501,7030.395,2308.89831811574,10860.0076374797
3508,6314.31,2336.3122580161,10971.0328980438
3515,6484.53,2363.99606472042,11082.9684817671
3522,6706.6875,2391.95184945963,11195.820017415
3529,7291.145,2420.18173573163,11309.5931572544
3536,6289.405,2448.68785934814,11424.2935771051
3543,6487.8875,2477.4723684814,11539.9269763913
3550,6638.72,2506.53742371102,11656.4990781924
3557,6565.645,2535.8851980708,11774.0156292941
3564,6572.825,2565.51787709604,11892.4824002399
3571,6182.4575,2595.43765887029,12011.9051853818
3578,6412.975,2625.64675407283,12132.289802932
3585,6405.5225,2656.14738602578,12253.6420950136
3592,6422.5075,2686.94179074156,12375.9679277122
3599,6358.58,2718.0322169702,12499.2731911269
3606,5560.145,2749.420926247,12623.5637994213
3613,3935.5125,2781.11019294008,12748.8456908755
3620,4102.0975,2813.10230429807,12875.1248279364
3627,3532.5225,2845.39956049791,13002.4071972695
3634,3192.87,2878.00427469269,13130.69880981
